epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
121,378.085,2.08918,1.64041,1.00476,0.46603,0.57692,0.44528,0.14987,2.57719,2.07749,0.93832,0.000302,0.000302,0.000302
122,381.104,2.07265,1.76685,0.96771,0.47259,0.57692,0.48582,0.16088,2.58698,2.03975,0.94063,0.00030035,0.00030035,0.00030035
123,383.639,2.13434,1.75464,0.96476,0.47722,0.57692,0.4951,0.1705,2.57457,2.01389,0.94101,0.0002987,0.0002987,0.0002987
124,386.336,2.04782,1.67535,1.01271,0.52004,0.57692,0.49836,0.17045,2.5647,2.00433,0.93947,0.00029705,0.00029705,0.00029705
125,389.228,2.20551,1.82223,1.01903,0.53804,0.57692,0.49405,0.17799,2.54912,2.00294,0.93786,0.0002954,0.0002954,0.0002954
126,391.862,2.14796,1.87575,1.06871,0.54053,0.57692,0.50062,0.17973,2.54552,2.03677,0.93784,0.00029375,0.00029375,0.00029375
127,394.466,2.11288,1.78012,1.04425,0.54545,0.53846,0.48569,0.163,2.55202,2.05018,0.93507,0.0002921,0.0002921,0.0002921
128,397.812,2.03425,1.65938,0.99451,0.55031,0.53846,0.47314,0.16543,2.56088,2.07858,0.9367,0.00029045,0.00029045,0.00029045
129,400.526,2.1413,1.72792,1.02617,0.57308,0.56818,0.47317,0.16341,2.5571,2.06234,0.93494,0.0002888,0.0002888,0.0002888
130,403.422,2.05896,1.74718,0.97761,0.54351,0.57692,0.48305,0.1642,2.55273,2.00361,0.93414,0.00028715,0.00028715,0.00028715
131,405.984,2.14549,1.75016,1.03687,0.53996,0.57692,0.49568,0.18231,2.54051,1.97024,0.93506,0.0002855,0.0002855,0.0002855
132,408.595,2.09833,1.72436,0.9577,0.53635,0.57692,0.50183,0.18421,2.56781,1.9362,0.9396,0.00028385,0.00028385,0.00028385
133,411.166,2.01807,1.6744,1.01262,0.54148,0.59077,0.50038,0.1797,2.58111,1.96625,0.93968,0.0002822,0.0002822,0.0002822
134,413.907,2.05507,1.64994,0.99337,0.52893,0.56175,0.45769,0.17893,2.59258,1.98515,0.95112,0.00028055,0.00028055,0.00028055
135,416.438,2.05545,1.77169,0.98085,0.50709,0.55427,0.45583,0.17425,2.59271,2.02124,0.95087,0.0002789,0.0002789,0.0002789
136,418.96,2.05551,1.72359,1.00629,0.52931,0.57692,0.46695,0.17177,2.65534,2.01975,0.96367,0.00027725,0.00027725,0.00027725
137,421.565,1.97743,1.56414,1.00471,0.54063,0.57692,0.47282,0.17313,2.67151,2.04277,0.96567,0.0002756,0.0002756,0.0002756
138,424.578,2.12272,1.62307,1.01168,0.50046,0.53846,0.44735,0.17781,2.6603,1.98299,0.96312,0.00027395,0.00027395,0.00027395
139,427.142,2.10188,1.69599,1.01702,0.50982,0.57692,0.48209,0.17873,2.63528,1.94387,0.95999,0.0002723,0.0002723,0.0002723
140,429.74,2.19656,1.91536,0.9843,0.55436,0.61538,0.52553,0.19514,2.5911,1.89417,0.95273,0.00027065,0.00027065,0.00027065
141,432.571,2.10104,1.71221,1.01784,0.57738,0.61538,0.52554,0.19176,2.58535,1.8731,0.94616,0.000269,0.000269,0.000269
142,435.295,2.01718,1.6329,1.01535,0.54539,0.61538,0.52828,0.19086,2.54801,1.85535,0.9417,0.00026735,0.00026735,0.00026735
143,438.231,2.18314,1.77157,1.03407,0.5472,0.60453,0.52379,0.18243,2.547,1.84519,0.94168,0.0002657,0.0002657,0.0002657
144,440.806,2.03906,1.69007,1.00189,0.55372,0.61538,0.53319,0.18365,2.54937,1.82886,0.94172,0.00026405,0.00026405,0.00026405
145,443.411,2.09591,1.72426,1.02543,0.59003,0.61538,0.54419,0.19029,2.55581,1.8361,0.94313,0.0002624,0.0002624,0.0002624
146,446.063,1.95367,1.5584,0.94011,0.57833,0.61538,0.54917,0.19693,2.56043,1.83349,0.946,0.00026075,0.00026075,0.00026075
147,448.819,2.04368,1.60749,0.98724,0.57652,0.61538,0.55237,0.19234,2.5849,1.83032,0.94674,0.0002591,0.0002591,0.0002591
148,451.372,2.18856,1.78333,1.03177,0.57955,0.61538,0.55816,0.19033,2.62244,1.82065,0.94707,0.00025745,0.00025745,0.00025745
149,453.848,1.93737,1.52722,0.96895,0.59245,0.61538,0.55864,0.19522,2.62831,1.82568,0.95391,0.0002558,0.0002558,0.0002558
150,456.469,2.03922,1.46596,1.03809,0.54342,0.57692,0.51515,0.19608,2.6275,1.82981,0.95555,0.00025415,0.00025415,0.00025415
151,459.182,2.01017,1.61041,1.00076,0.5494,0.53846,0.51432,0.19027,2.63426,1.82679,0.95544,0.0002525,0.0002525,0.0002525
152,462.038,2.08556,1.74834,0.98421,0.55236,0.53846,0.49595,0.18886,2.65424,1.84229,0.96162,0.00025085,0.00025085,0.00025085
153,464.584,2.12006,1.58547,1.04052,0.5456,0.53846,0.49467,0.19155,2.64592,1.86994,0.95854,0.0002492,0.0002492,0.0002492
154,467.402,2.02088,1.6144,1.02389,0.54596,0.53846,0.48861,0.18652,2.67475,1.90335,0.96034,0.00024755,0.00024755,0.00024755
155,469.958,2.09312,1.70586,1.02219,0.53879,0.53846,0.48447,0.18366,2.67062,1.93234,0.95913,0.0002459,0.0002459,0.0002459
156,472.903,2.04484,1.68518,1.00376,0.52225,0.5468,0.47103,0.17848,2.65101,1.96616,0.95765,0.00024425,0.00024425,0.00024425
157,475.628,2.07968,1.65606,0.99961,0.53366,0.57233,0.45646,0.16608,2.64315,1.97132,0.95481,0.0002426,0.0002426,0.0002426
158,478.318,2.07435,1.69452,0.99379,0.53253,0.56981,0.44081,0.16855,2.63792,1.99184,0.95093,0.00024095,0.00024095,0.00024095
159,480.889,2.02606,1.65429,0.98024,0.51553,0.57692,0.41121,0.15502,2.60007,2.03333,0.95079,0.0002393,0.0002393,0.0002393
160,483.712,2.15159,1.69013,1.05603,0.51235,0.57692,0.39731,0.15364,2.58879,2.01888,0.94884,0.00023765,0.00023765,0.00023765
161,486.257,2.08982,1.69517,1.04583,0.52088,0.57692,0.40532,0.15853,2.57805,1.9881,0.94744,0.000236,0.000236,0.000236
162,488.742,2.14161,1.77179,1.02156,0.50244,0.57692,0.40002,0.15444,2.57187,1.97201,0.94698,0.00023435,0.00023435,0.00023435
163,491.277,2.08697,1.77452,1.00493,0.52329,0.57692,0.4044,0.15782,2.5599,1.95249,0.94544,0.0002327,0.0002327,0.0002327
164,494.066,2.16858,1.69777,0.99181,0.5258,0.57692,0.42958,0.17387,2.54847,1.91044,0.94301,0.00023105,0.00023105,0.00023105
165,496.906,2.0241,1.62069,0.97516,0.54828,0.57692,0.43517,0.17302,2.52354,1.89385,0.94221,0.0002294,0.0002294,0.0002294
166,499.476,2.00605,1.52204,0.97601,0.55878,0.57692,0.43877,0.17668,2.52264,1.87722,0.93935,0.00022775,0.00022775,0.00022775
167,502.003,2.13981,1.76375,0.98141,0.57683,0.57671,0.46676,0.18626,2.52983,1.8543,0.93994,0.0002261,0.0002261,0.0002261
168,504.764,2.13292,1.68157,1.01616,0.57072,0.57692,0.48941,0.19097,2.52276,1.8147,0.94133,0.00022445,0.00022445,0.00022445
169,507.356,2.03004,1.62978,0.99196,0.56318,0.57692,0.48475,0.19139,2.52362,1.81671,0.94131,0.0002228,0.0002228,0.0002228
170,510.389,2.11515,1.57241,0.97536,0.5651,0.57692,0.48151,0.17953,2.5277,1.81145,0.94329,0.00022115,0.00022115,0.00022115
171,513.249,2.21567,1.73007,1.04325,0.61247,0.61538,0.51826,0.18211,2.5359,1.83827,0.94536,0.0002195,0.0002195,0.0002195
172,516.078,1.9855,1.6135,1.00797,0.58,0.61538,0.50807,0.17453,2.53857,1.87581,0.94368,0.00021785,0.00021785,0.00021785
173,518.589,2.03034,1.65364,0.96967,0.55676,0.61538,0.49183,0.16837,2.53779,1.89903,0.94472,0.0002162,0.0002162,0.0002162
174,521.419,2.01299,1.58224,1.01397,0.55482,0.61538,0.49901,0.1647,2.54643,1.92351,0.94713,0.00021455,0.00021455,0.00021455
175,523.983,2.04503,1.75329,0.98018,0.55536,0.61538,0.50166,0.16518,2.55385,1.90806,0.94977,0.0002129,0.0002129,0.0002129
176,526.616,2.18561,1.70863,1.03956,0.51613,0.57692,0.4599,0.15393,2.58882,1.93863,0.95335,0.00021125,0.00021125,0.00021125
177,529.411,2.03096,1.52895,1.01011,0.47749,0.53846,0.43477,0.15594,2.60866,1.97552,0.95705,0.0002096,0.0002096,0.0002096
178,532.206,1.99215,1.68196,0.99728,0.47962,0.53846,0.44065,0.15855,2.61732,2.02276,0.95987,0.00020795,0.00020795,0.00020795
179,534.929,1.97766,1.6889,0.99601,0.47738,0.53846,0.44478,0.16306,2.64349,2.0433,0.95969,0.0002063,0.0002063,0.0002063
180,537.809,2.07204,1.60864,0.97981,0.4826,0.53846,0.44991,0.1629,2.63783,2.0288,0.95856,0.00020465,0.00020465,0.00020465
181,541.034,2.15398,1.66944,1.04013,0.53959,0.57692,0.50846,0.17445,2.6354,2.02216,0.95718,0.000203,0.000203,0.000203
182,543.861,2.10151,1.77415,1.05656,0.54939,0.57692,0.50413,0.1793,2.59199,1.9459,0.95098,0.00020135,0.00020135,0.00020135
183,546.752,2.04057,1.55927,1.03632,0.59741,0.57094,0.50197,0.17966,2.59488,1.92996,0.95156,0.0001997,0.0001997,0.0001997
184,549.489,1.95565,1.59097,0.99257,0.56374,0.57692,0.49324,0.17754,2.60033,1.91249,0.95186,0.00019805,0.00019805,0.00019805
185,552.242,1.97792,1.61396,0.97136,0.56264,0.57692,0.4858,0.17562,2.61761,1.94035,0.95552,0.0001964,0.0001964,0.0001964
186,554.879,2.02602,1.6924,0.98631,0.563,0.57692,0.48641,0.17473,2.62226,1.92297,0.95617,0.00019475,0.00019475,0.00019475
187,557.617,2.10729,1.60948,0.9898,0.56257,0.57692,0.4864,0.1781,2.65155,1.91959,0.95035,0.0001931,0.0001931,0.0001931
188,560.239,2.08734,1.73083,1.00401,0.56388,0.57692,0.48264,0.19262,2.60994,1.9126,0.94635,0.00019145,0.00019145,0.00019145
189,562.783,2.03549,1.48294,0.99155,0.5606,0.57692,0.48084,0.19008,2.61341,1.9072,0.94381,0.0001898,0.0001898,0.0001898
190,565.435,2.06964,1.66478,1.02566,0.54355,0.54992,0.48618,0.1946,2.60295,1.88612,0.94319,0.00018815,0.00018815,0.00018815
191,567.956,2.04878,1.72211,0.99723,0.60089,0.57692,0.52911,0.19614,2.57605,1.86869,0.94175,0.0001865,0.0001865,0.0001865
192,570.486,2.03506,1.6085,0.99497,0.60907,0.61538,0.52612,0.20099,2.55282,1.88595,0.93949,0.00018485,0.00018485,0.00018485
193,572.98,1.99888,1.58658,0.98124,0.57576,0.57692,0.48595,0.18663,2.5707,1.87374,0.94025,0.0001832,0.0001832,0.0001832
194,575.767,1.94649,1.60158,0.94497,0.59941,0.57557,0.48579,0.18041,2.58333,1.89452,0.9428,0.00018155,0.00018155,0.00018155
195,578.426,2.05566,1.62988,0.98822,0.56225,0.53846,0.48517,0.18067,2.57263,1.88957,0.94278,0.0001799,0.0001799,0.0001799
196,581.395,2.00592,1.60817,0.98242,0.56386,0.53846,0.47969,0.17388,2.57977,1.89773,0.9435,0.00017825,0.00017825,0.00017825
197,584.414,2.13285,1.71061,1.03118,0.56293,0.53846,0.47883,0.17674,2.58878,1.92672,0.94484,0.0001766,0.0001766,0.0001766
198,588.261,2.10635,1.65617,1.02003,0.54573,0.55481,0.47118,0.17622,2.58443,1.96947,0.94411,0.00017495,0.00017495,0.00017495
199,591.273,1.92689,1.64707,1.00448,0.54808,0.56011,0.47431,0.1737,2.5985,1.97075,0.94259,0.0001733,0.0001733,0.0001733
200,594.262,2.01506,1.55018,1.0032,0.5479,0.55971,0.48273,0.17219,2.60944,1.97449,0.94399,0.00017165,0.00017165,0.00017165
201,596.85,1.94636,1.51886,0.94964,0.56479,0.53846,0.48567,0.16968,2.61524,1.94671,0.94577,0.00017,0.00017,0.00017
202,599.389,2.03504,1.55729,1.01268,0.56884,0.53846,0.48611,0.17032,2.62759,1.92671,0.95026,0.00016835,0.00016835,0.00016835
203,601.981,2.02438,1.46749,0.99994,0.59793,0.57215,0.48817,0.16837,2.65418,1.91916,0.95221,0.0001667,0.0001667,0.0001667
204,604.562,2.03021,1.59858,1.00478,0.59128,0.57692,0.48563,0.16994,2.6494,1.89918,0.95947,0.00016505,0.00016505,0.00016505
205,607.122,2.03001,1.50988,1.01755,0.59207,0.57692,0.4859,0.17175,2.658,1.86996,0.95668,0.0001634,0.0001634,0.0001634
206,609.632,1.98779,1.53948,0.96487,0.59685,0.57692,0.50506,0.18226,2.6672,1.85229,0.95843,0.00016175,0.00016175,0.00016175
207,612.392,2.04233,1.67243,0.97673,0.59575,0.57692,0.50646,0.18533,2.65838,1.81995,0.95493,0.0001601,0.0001601,0.0001601
208,614.975,2.06105,1.67672,1.02175,0.59322,0.57692,0.50782,0.19129,2.64969,1.79425,0.95341,0.00015845,0.00015845,0.00015845
209,617.529,1.95435,1.58458,1.00252,0.59549,0.57692,0.50701,0.19068,2.65371,1.78128,0.95137,0.0001568,0.0001568,0.0001568
210,620.054,2.05571,1.59778,0.99043,0.59522,0.57692,0.51362,0.1875,2.65106,1.77071,0.94967,0.00015515,0.00015515,0.00015515
211,622.714,2.00231,1.63018,1.02252,0.58742,0.57692,0.50403,0.18963,2.63997,1.76412,0.94849,0.0001535,0.0001535,0.0001535
212,625.707,2.04762,1.54908,0.98738,0.59015,0.57692,0.49641,0.18239,2.65442,1.80508,0.94837,0.00015185,0.00015185,0.00015185
213,629.385,2.01428,1.46019,1.0144,0.59416,0.57692,0.48048,0.17936,2.66578,1.84199,0.95196,0.0001502,0.0001502,0.0001502
214,632.869,2.02175,1.54801,0.9714,0.59547,0.57692,0.48541,0.17295,2.6643,1.86868,0.95382,0.00014855,0.00014855,0.00014855
215,635.586,2.00166,1.54436,0.99436,0.59228,0.57692,0.48572,0.16847,2.64568,1.87526,0.95641,0.0001469,0.0001469,0.0001469
216,638.185,2.00037,1.54581,0.97946,0.58526,0.57692,0.48242,0.16591,2.5948,1.83637,0.95369,0.00014525,0.00014525,0.00014525
217,640.744,1.99241,1.61078,1.00581,0.5853,0.57692,0.47515,0.16544,2.59202,1.82229,0.95388,0.0001436,0.0001436,0.0001436
218,643.358,2.02689,1.58193,0.9593,0.58321,0.57692,0.4804,0.16657,2.60324,1.8038,0.95156,0.00014195,0.00014195,0.00014195
219,645.959,2.03503,1.5573,1.00507,0.58275,0.57692,0.49529,0.1737,2.59836,1.78817,0.94903,0.0001403,0.0001403,0.0001403
220,648.658,2.01373,1.49117,0.97187,0.59868,0.57692,0.499,0.17595,2.58297,1.80291,0.94972,0.00013865,0.00013865,0.00013865
221,651.221,1.90335,1.67524,0.96513,0.59988,0.57665,0.49849,0.18107,2.59512,1.81587,0.95065,0.000137,0.000137,0.000137
222,653.801,1.95919,1.60993,0.99266,0.58991,0.55363,0.4986,0.17264,2.62297,1.81827,0.95075,0.00013535,0.00013535,0.00013535
223,656.339,2.00879,1.47196,1.03321,0.59321,0.56126,0.50081,0.17806,2.61314,1.81033,0.94992,0.0001337,0.0001337,0.0001337
224,658.895,1.99198,1.57721,1.01062,0.58958,0.55288,0.49965,0.17606,2.60717,1.81529,0.95038,0.00013205,0.00013205,0.00013205
225,661.4,2.03956,1.46358,1.04126,0.59201,0.55848,0.49626,0.17559,2.62621,1.81958,0.95075,0.0001304,0.0001304,0.0001304
226,663.992,2.10192,1.54179,1.00517,0.58373,0.53939,0.49785,0.17577,2.64028,1.82058,0.95366,0.00012875,0.00012875,0.00012875
227,667.222,2.04575,1.54606,0.99754,0.58392,0.53846,0.496,0.17518,2.64808,1.81244,0.9548,0.0001271,0.0001271,0.0001271
228,670.525,1.97615,1.58647,1.02328,0.62277,0.57166,0.49688,0.17565,2.64772,1.8205,0.95417,0.00012545,0.00012545,0.00012545
229,673.965,2.05149,1.71634,0.96848,0.6224,0.57079,0.49645,0.17559,2.64813,1.81757,0.9537,0.0001238,0.0001238,0.0001238
230,677.476,1.97827,1.40154,1.03209,0.59325,0.56136,0.49639,0.17591,2.67279,1.8499,0.95693,0.00012215,0.00012215,0.00012215
231,680.394,2.0624,1.63594,1.02828,0.58996,0.55376,0.49714,0.17824,2.66749,1.85208,0.95604,0.0001205,0.0001205,0.0001205
232,683.27,2.05151,1.54099,1.04509,0.58713,0.54723,0.50035,0.18028,2.65865,1.8339,0.9541,0.00011885,0.00011885,0.00011885
233,685.89,2.11349,1.57551,0.98152,0.62246,0.57093,0.5075,0.17973,2.66624,1.81587,0.95407,0.0001172,0.0001172,0.0001172
234,688.957,1.99743,1.61666,1.03542,0.62379,0.57406,0.50729,0.18652,2.64319,1.80893,0.95403,0.00011555,0.00011555,0.00011555
235,691.846,2.01282,1.46495,0.98257,0.62462,0.57692,0.51033,0.18375,2.65214,1.80505,0.9548,0.0001139,0.0001139,0.0001139
236,694.419,2.06443,1.57181,0.98281,0.62281,0.57176,0.51228,0.17982,2.66494,1.78787,0.95265,0.00011225,0.00011225,0.00011225
237,697.233,1.98777,1.68102,0.96416,0.62043,0.57692,0.51136,0.17982,2.66312,1.77652,0.95202,0.0001106,0.0001106,0.0001106
238,699.915,1.97111,1.56662,0.98706,0.61307,0.57692,0.51613,0.18152,2.66793,1.75261,0.95239,0.00010895,0.00010895,0.00010895
239,702.442,2.07205,1.58637,0.99743,0.61388,0.57692,0.51356,0.17982,2.65411,1.74775,0.95227,0.0001073,0.0001073,0.0001073
240,705.298,2.11234,1.67966,1.00226,0.61283,0.57692,0.51627,0.18641,2.63933,1.70834,0.95082,0.00010565,0.00010565,0.00010565
241,708.206,2.03893,1.46162,0.9619,0.61103,0.57692,0.51599,0.18641,2.63074,1.71416,0.95084,0.000104,0.000104,0.000104
242,710.826,1.99145,1.59363,1.02176,0.6101,0.57692,0.51678,0.18372,2.62493,1.72634,0.94966,0.00010235,0.00010235,0.00010235
